amount,transaction_time,location_id,device_score,account_age_days,is_foreign_transaction,is_high_risk_country,browser_id,num_prev_transactions,avg_transaction_amount,label
129.136452567806,23.18429030706253,1006,0.3829385927978184,858,0,0,2,21,84.88847543952153,0
18.888017792900115,17.532768504128693,1043,0.4390755544734485,864,0,0,9,22,40.06831371973456,0
39.520496116454076,19.979747386066766,1044,0.5610587595778725,339,0,0,5,21,54.609541749221385,0
50.04857094070823,16.018272144167746,1073,0.4701538107613594,1383,0,0,6,13,22.280932690149413,0
82.22999014310732,2.884596994692928,1027,0.6417547782647302,600,0,0,3,20,61.40135733006964,0
22.223302883265504,21.220095804261266,1070,0.4842266484860666,112,0,0,7,21,105.38666816374393,0
57.06843674325698,23.383623292905938,1027,0.42696702470593095,831,0,0,5,26,65.96241862680947,0
54.48368268989928,15.479130497884707,1074,0.49978740556686696,1166,0,0,4,20,65.1282624051924,0
70.49637212003206,22.437514764421778,1014,0.44800948520587786,1216,0,0,4,20,104.63429533945543,0
48.33356903310143,9.61678274983807,1043,0.5383834817834082,1629,0,1,2,20,9.493185990254027,0
102.66427094946471,22.83598654145646,1086,0.35220956174144646,1925,0,0,9,11,9.58753509756567,0
63.83234096889305,2.458610789583682,1082,0.663565050507852,386,0,1,6,22,1.66709839009701,0
14.008242047293592,2.995624057004224,1038,0.6281858670417146,558,0,0,4,20,38.30403596320626,0
83.84719349806512,9.130666842383068,1059,0.4464078603617785,1238,1,0,2,21,51.709704999623646,0
60.81943674307385,17.153332843426234,1073,0.43652868101286596,820,0,0,7,25,56.22671189825382,0
23.27753409343209,15.87239616199351,1082,0.28391769778035164,81,0,0,4,14,73.34578309207086,0
68.98345598318855,23.5329672967525,1023,0.5574304030321222,165,1,0,7,16,40.87379273173981,0
203.3543186529524,7.044067787023607,1072,0.8105850154359766,1931,1,0,3,4,197.48087093251223,1
61.969764725050865,1.7923063876010312,1075,0.6431962618569637,888,0,0,7,23,33.55275081683719,0
63.07842889146417,8.067131531595493,1045,0.4640016074916555,528,1,0,6,26,59.64903781508589,0
199.562242517229,23.46487423231051,1089,0.8548040090337448,1599,1,0,5,6,146.96326691432694,1
77.64950335773378,19.00158943199167,1040,0.40986790230697256,1467,0,0,3,18,89.21425725039376,0
74.41942580593224,19.49882716129426,1086,0.3171140764357896,1304,0,0,6,15,78.46960781101954,0
88.85621218008933,19.1198009723961,1063,0.43060774905803206,1997,0,0,5,21,120.58228767640227,0
9.961681792693021,7.789542822131432,1068,0.5126905149072143,619,0,0,2,27,48.95285158483982,0
255.95802163775195,3.377915403706316,1001,0.8874407848397554,517,0,0,3,2,173.63161203109132,1
69.35646757850171,15.48198460720287,1045,0.32861011139568175,1932,0,0,9,14,90.65216312893625,0
90.15776414886821,11.040290329936992,1005,0.4791914201845802,1088,1,0,1,21,82.59974784621781,0
43.52638621015341,0.2903525207628528,1079,0.4330526916641076,1883,0,0,8,32,64.79704602861028,0
53.643831925986376,4.495646872845848,1078,0.546265493304815,1052,1,0,5,19,65.94243298031569,0
67.8547107631074,5.964864048308072,1092,0.5584530585647421,182,0,0,5,18,57.29397825796417,0
52.86032598323925,4.4737299376346655,1053,0.536499013824176,1007,0,0,9,20,71.42546464854684,0
87.84557757606548,3.2895047033803086,1073,0.5513722515990043,746,0,0,5,15,12.589948311419597,0
63.03507938273917,16.360763281988028,1006,0.4420403073039052,1793,0,0,4,26,46.450325151610656,0
51.69531945396669,7.012343986032408,1089,0.3892907870055081,452,0,0,2,16,42.49598938416331,0
45.53092070698109,7.0223146469746265,1017,0.4349991808541456,461,0,0,6,17,50.968366631581894,0
96.20971939459659,17.897787277233665,1059,0.634672627354292,1926,0,0,5,16,47.201940511548415,0
77.53585841164329,18.076792845941505,1074,0.5177145482342816,795,0,0,5,18,40.918070547140665,0
52.6009309824319,23.37457840000276,1041,0.42722580049916503,429,0,0,5,21,55.34081362250897,0
2.9556705973984805,11.607609100227243,1002,0.5466031833401838,1259,0,0,5,16,55.28515933290692,0
64.06934234445403,15.389159765640592,1016,0.501984043474552,1231,0,0,5,15,63.575280637229895,0
13.374690500869335,6.933295184981442,1094,0.45312322382819337,374,0,0,9,23,47.56988573138793,0
10.290512874734631,12.049549968037624,1004,0.34084908400328107,379,0,0,5,17,43.11152301075576,0
-5.9960985121918,18.321150234805504,1039,0.461938228840589,1301,0,0,9,14,45.036816370546205,0
20.082051260947537,7.01712270516633,1097,0.3826632691833621,741,0,0,3,13,67.69657832710098,0
55.90583707607371,18.66699793007257,1016,0.3780441898824335,1933,0,1,3,25,73.33085241993312,0
41.614776101104,5.409453463603914,1096,0.4605149485429289,487,0,0,4,28,18.642554012105577,0
9.89823683372208,22.412808956431675,1029,0.5158783686952226,972,0,0,5,20,47.773213487250395,0
99.19893588114178,13.485554472034234,1078,0.4484572518940354,1453,0,0,2,24,49.76182254287245,0
109.87002469351893,22.33741906908953,1076,0.5765371662080265,1978,0,0,3,22,53.8260399814839,0
-3.591263960640596,16.731392411817577,1059,0.6440296948805987,1324,0,0,5,16,28.635798874201353,0
19.877611011349178,12.745632475736713,1062,0.4199134813122417,1713,0,0,2,21,28.0844432131539,0
67.00315178552539,9.521807310305753,1062,0.31954375390279716,1083,0,0,4,24,72.9744862350841,0
21.605276120347156,11.569996773291507,1097,0.5943105301784504,1303,0,0,2,17,116.20291267070215,0
63.60526137663402,20.793963108595783,1041,0.5762026031971177,1205,0,0,9,20,55.63703115557107,0
94.8637473572887,7.769381543685801,1045,0.5138650396048551,417,0,0,8,25,26.429824837212934,0
43.8016616091186,7.051248691572178,1014,0.4376991193196229,1830,0,0,6,18,65.1090436339602,0
89.14888066371256,8.10941147024305,1076,0.5109267960887017,694,0,0,6,25,18.21446311846956,0
62.98879476082088,14.46827392287242,1022,0.4472737768377036,654,0,0,9,23,93.62984628783231,0
48.715298560652755,12.276469379108969,1059,0.39709791516251863,1203,0,0,5,23,72.62184395607504,0
66.50156297073656,7.8256920558509595,1098,0.47780219775567445,172,0,0,8,19,59.806712231569286,0
80.907490819087,8.222672891075362,1014,0.5845846486519348,1944,1,0,1,17,64.45752498391087,0
23.13716117224875,8.94422629190011,1011,0.422662936043324,1939,0,0,5,22,48.46561108920031,0
55.23733438495517,15.678517579985849,1018,0.4200959219254591,193,1,0,2,24,39.819704471089295,0
10.644913029495214,20.908087967063338,1029,0.5470222506034783,1570,0,0,9,22,37.09261373109295,0
68.96648942095551,12.015999365345252,1064,0.520583504565804,182,0,0,6,22,34.190503963796516,0
45.47486865299914,6.949025947048918,1096,0.364553741802773,83,0,0,3,21,43.241604043992965,0
60.09749136377105,1.1398613923757335,1025,0.40830488286427097,1059,1,0,7,28,87.53060819398296,0
39.09280115254913,14.969327262700403,1052,0.6037905950542355,1476,0,1,2,21,39.740056333253634,0
21.90480875631212,23.74915486307705,1064,0.4983946596612107,152,0,0,1,15,71.08267678050568,0
56.30909120665986,6.328758130825607,1039,0.5380456997179824,322,0,0,7,20,53.47075716850504,0
50.89268418487236,21.532899142362993,1067,0.37961009370230336,806,0,0,1,20,73.38551576281363,0
41.075533973784495,22.506903131010958,1037,0.4756343091908697,858,0,0,8,20,26.691284127859397,0
65.24805919023768,18.17533428803701,1063,0.551880051396533,1442,0,0,9,20,81.15417213254064,0
56.44139549511579,11.727453530370202,1067,0.5256224978945351,1355,0,0,9,21,45.277949690069214,0
72.71096195161932,23.13667897997855,1032,0.5584426673639377,1660,0,0,4,24,46.25284250923928,0
29.568450275753577,4.238728621778948,1084,0.5586402810271819,1754,0,0,3,18,12.927143437847178,0
22.23823227071132,9.209168388007841,1025,0.5107613539143115,1124,1,0,1,15,63.19193107312928,0
62.17472260021443,10.290017791159478,1035,0.44955499278188005,483,0,0,5,25,75.670911241503,0
51.79797890798985,8.36874948867928,1079,0.5417317658367102,1312,1,0,9,17,16.14177900984906,0
-2.335986658181625,0.5036395621508332,1097,0.39513661686233176,1283,0,0,9,15,64.30294975232911,0
12.453817274286678,21.584145816441673,1015,0.47017063118151703,1818,1,0,5,16,40.21139172335852,0
41.754640979906235,0.4227961713865751,1084,0.7426415231958013,1022,0,0,9,24,30.151011168050648,0
67.74047725275202,18.996782848005406,1023,0.4525011314707268,996,0,0,7,15,53.82577881684192,0
86.84090628824404,13.247380686522714,1052,0.3444491109643789,1173,0,0,9,13,85.1317140985658,0
64.10132562104606,10.876161885453177,1032,0.5352080507177305,1166,0,0,4,22,82.88614755561883,0
81.841128946194,5.213603390218433,1043,0.47829829595466067,1464,0,0,5,21,46.95830549469407,0
64.58108868252911,14.761227972685557,1095,0.4933522443482122,1267,0,0,6,21,79.21163746283929,0
82.20238107231336,18.685331037876924,1025,0.4708221162264232,1466,0,0,8,26,78.56314294672046,0
